Term,ECSS Standards,Branches
8PSK,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_01C']",['E']
BTs,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
dBi,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
dBW,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
DRS,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
DS,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_12C']",['E']
DSN,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
EES,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
EHF,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_20_07CRev1']",['E']
EIRP,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50C']",['E']
epfd,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
E/S,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
FIR,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
fN,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
ft,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
GMSK,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_01C']",['E']
G/T,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
ITU,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50CRev1', 'ECSS_M_ST_40CRev1', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50C']","['E', 'M']"
ITU-R,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50C']",['E']
ITU/RR,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50_05CRev1']",['E']
ksps,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
LHC,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
Msps,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
NRZ-M,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_01C', 'ECSS_E_ST_50_04C']",['E']
OQPSK,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
PFD,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50C']",['E']
Q-DNRZ,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
QPSK,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_01C']",['E']
RHC,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
RS,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_20_01C', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_20_07CRev1']",['E']
Rchs,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
RES,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
Rx,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
SEF,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
SFCG,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
SHF,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_20_07CRev1']",['E']
sps,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
SO,"['ECSS_E_ST_50_05CRev2', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70_38CRev1Corr1', 'ECSS_E_ST_50_05CRev1']","['E', 'Q']"
SR,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
SRRC,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
TCM,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1', 'ECSS_E_ST_50_01C']",['E']
TTC,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
Tx,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
UHF,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
UQPSK,"['ECSS_E_ST_50_05CRev2', 'ECSS_E_ST_50_05CRev1']",['E']
EMCS,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_70_31C']",['E']
FCP,['ECSS_E_ST_70_32C'],['E']
FOP,"['ECSS_E_ST_70_32C', 'ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_50_04C', 'ECSS_E_ST_10_03C']",['E']
MMI,"['ECSS_E_ST_70_32C', 'ECSS_Q_ST_30C']","['E', 'Q']"
SCOE,['ECSS_E_ST_70_32C'],['E']
AD,"['ECSS_E_ST_70_31C', 'ECSS_Q_ST_70_14C', 'ECSS_E_ST_50_04C']","['E', 'Q']"
BD,"['ECSS_E_ST_70_31C', 'ECSS_E_ST_50_04C']",['E']
CDMU,"['ECSS_E_ST_70_31C', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CI,"['ECSS_E_ST_70_31C', 'ECSS_M_ST_40CRev1', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_10_04C', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_20CRev1', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_60CRev2']","['E', 'M', 'Q']"
EXPL,['ECSS_E_ST_70_31C'],['E']
FID,['ECSS_E_ST_70_31C'],['E']
FTP,"['ECSS_E_ST_70_31C', 'ECSS_M_ST_40CRev1']","['E', 'M']"
IFL,['ECSS_E_ST_70_31C'],['E']
PFC,"['ECSS_E_ST_70_31C', 'ECSS_E_ST_70_41C']",['E']
PTC,"['ECSS_E_ST_70_31C', 'ECSS_E_ST_70_41C']",['E']
RID,"['ECSS_E_ST_70_31C', 'ECSS_M_ST_10_01C', 'ECSS_M_ST_40CRev1', 'ECSS_S_ST_00_01C']","['E', 'M', '']"
SAU,['ECSS_E_ST_70_31C'],['E']
SID,['ECSS_E_ST_70_31C'],['E']
SPEL,['ECSS_E_ST_70_31C'],['E']
TDM,['ECSS_E_ST_70_31C'],['E']
VAL,['ECSS_E_ST_70_31C'],['E']
VC,"['ECSS_E_ST_70_31C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
ADP,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_60_02C', 'ECSS_E_ST_20_08C']","['E', 'Q']"
AM0,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
APTC,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
ARC,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
ATOX,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_71C', 'ECSS_E_ST_20_08C']","['E', 'Q', '']"
BSC,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
BSR,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
CIC,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_E_ST_20_08C']","['E', 'Q']"
CIDL,"['ECSS_E_ST_20_08CRev1', 'ECSS_M_ST_40CRev1', 'ECSS_Q_ST_30_02C', 'ECSS_Q_ST_10_09CRev1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_10_09C', 'ECSS_E_ST_20_08C']","['E', 'M', 'Q', '']"
CVCM,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1', 'ECSS_E_ST_10_04C']","['E', 'Q', '']"
CVG,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
DCR,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
DRB,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20CRev2', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20_08C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_20CRev1', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']","['E', 'Q', '']"
DVG,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
DVT,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
FIT,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_20C', 'ECSS_E_ST_20_08C']",['E']
GaAs,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1', 'ECSS_E_ST_20_08C']","['E', 'Q']"
Imp,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
Iop,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
IRR,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
Isc,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
IVG,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_20_06C']",['E']
LVDT,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
MLAR,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
NCR,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_10_03CRev1', 'ECSS_M_ST_40CRev1', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_70_30C', 'ECSS_Q_ST_70_45C', 'ECSS_Q_ST_60_15C', 'ECSS_Q_ST_70_56C', 'ECSS_Q_ST_20_08C', 'ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_10_09CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_70_15C', 'ECSS_Q_ST_70_80C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_70_40C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_10_09C', 'ECSS_Q_ST_20CRev1', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_60_14C', 'ECSS_Q_ST_60CRev2', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_10_02C', 'ECSS_E_ST_10_03C']","['E', 'M', 'Q', '']"
NRB,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_30_09C', 'ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_30CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_10_09CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_15C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_30C', 'ECSS_Q_ST_40C', 'ECSS_Q_ST_10_09C', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_20CRev1', 'ECSS_Q_ST_70CRev1', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_10_02C', 'ECSS_E_ST_10_03C']","['E', 'Q', '']"
OSTC,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
PAD,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_50_11C', 'ECSS_Q_ST_20_10C', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C', 'ECSS_E_ST_20_08C']","['E', 'Q']"
PCDU,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_20C', 'ECSS_E_ST_20_08C']",['E']
PID,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_01C', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_60_12C', 'ECSS_Q_ST_70_30C', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_61C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70_26C', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_38C', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_07C', 'ECSS_Q_ST_70_38CRev1Corr1', 'ECSS_E_ST_20_08C']","['E', 'Q', '']"
Pmax,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
PMCF,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
PTH,"['ECSS_E_ST_20_08CRev1', 'ECSS_Q_ST_70_28C', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_E_ST_20_08C']","['E', 'Q']"
PVA,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_20_06C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
RDC,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
RML,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_31CRev1', 'ECSS_Q_ST_70_31C', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', 'Q']"
S.C.,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
SCA,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
SCD,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
SLAR,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
SWS,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
TAT,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
TML,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_02C', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_20_08C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1', 'ECSS_E_ST_10_04C']","['E', 'Q', '']"
UVR,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
Vmp,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
Voc,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
Vop,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
Vtest,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
WRC,"['ECSS_E_ST_20_08CRev1', 'ECSS_E_ST_20_08C']",['E']
CAN,['ECSS_E_ST_50_15C'],['E']
COB-ID,['ECSS_E_ST_50_15C'],['E']
EDS,"['ECSS_E_ST_50_15C', 'ECSS_Q_ST_70_80C']","['E', 'Q']"
EMCY,['ECSS_E_ST_50_15C'],['E']
LDUT,['ECSS_E_ST_50_15C'],['E']
NMT,['ECSS_E_ST_50_15C'],['E']
OSI,"['ECSS_E_ST_50_15C', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_16C', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
PDO,['ECSS_E_ST_50_15C'],['E']
RPDO,['ECSS_E_ST_50_15C'],['E']
RTR,['ECSS_E_ST_50_15C'],['E']
SAP,['ECSS_E_ST_50_15C'],['E']
SCET,['ECSS_E_ST_50_15C'],['E']
SDO,"['ECSS_E_ST_50_15C', 'ECSS_S_ST_00CRev1', 'ECSS_S_ST_00C']","['E', '']"
SYNC,['ECSS_E_ST_50_15C'],['E']
TPDO,['ECSS_E_ST_50_15C'],['E']
CR,"['ECSS_E_ST_10_24C', 'ECSS_M_ST_40CRev1', 'ECSS_M_ST_60C', 'ECSS_Q_ST_70_15C', 'ECSS_Q_ST_60CRev3', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_60_13C']","['E', 'M', 'Q']"
CP,"['ECSS_E_ST_10_24C', 'ECSS_M_ST_40CRev1', 'ECSS_E_ST_10_02C']","['E', 'M']"
IDD,['ECSS_E_ST_10_24C'],['E']
IID,"['ECSS_E_ST_10_24C', 'ECSS_E_ST_50_12CRev1']",['E']
HLCL,['ECSS_E_ST_20_20C'],['E']
LCL,"['ECSS_E_ST_20_20C', 'ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20C', 'ECSS_E_ST_20CRev1']",['E']
MB,['ECSS_E_ST_20_20C'],['E']
RLCL,"['ECSS_E_ST_20_20C', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20CRev1']",['E']
SC,"['ECSS_E_ST_20_20C', 'ECSS_E_ST_50_16C', 'ECSS_Q_ST_70_37C']","['E', 'Q']"
SSE,"['ECSS_E_ST_20_20C', 'ECSS_E_ST_20_21C']",['E']
UVP,['ECSS_E_ST_20_20C'],['E']
For,"['ECSS_E_ST_70_41C', 'ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_20_21C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_E_ST_32_10CRev2']","['E', 'Q']"
ANSI,['ECSS_E_ST_70_41C'],['E']
ASCII,"['ECSS_E_ST_70_41C', 'ECSS_Q_ST_60_02C']","['E', 'Q']"
CDS,['ECSS_E_ST_70_41C'],['E']
FMON,['ECSS_E_ST_70_41C'],['E']
IEEE,"['ECSS_E_ST_70_41C', 'ECSS_E_ST_50_16C', 'ECSS_Q_ST_60_02C']","['E', 'Q']"
MIL-STD,"['ECSS_E_ST_70_41C', 'ECSS_Q_ST_70_14C']","['E', 'Q']"
PCS,"['ECSS_E_ST_70_41C', 'ECSS_E_ST_50_16C']",['E']
PMON,['ECSS_E_ST_70_41C'],['E']
ST,['ECSS_E_ST_70_41C'],['E']
ARF,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
ARW,['ECSS_E_ST_60_21C'],['E']
AWN,['ECSS_E_ST_60_21C'],['E']
FMM,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
HK,['ECSS_E_ST_60_21C'],['E']
MRF,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
PPM,['ECSS_E_ST_60_21C'],['E']
PSD,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_10_03CRev1', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_08C', 'ECSS_E_ST_10_03C']","['E', 'Q']"
RHR,['ECSS_E_ST_60_21C'],['E']
RRW,['ECSS_E_ST_60_21C'],['E']
SRF,"['ECSS_E_ST_60_21C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
CCHP,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
CDL,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
CPL,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
HP,"['ECSS_E_ST_31_02CRev1', 'ECSS_Q_ST_70_80C', 'ECSS_E_ST_31_02C']","['E', 'Q']"
HPD,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
MPDL,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
Qmax,['ECSS_E_ST_31_02CRev1'],['E']
TPHTE,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
TPL,"['ECSS_E_ST_31_02CRev1', 'ECSS_E_ST_31_02C']",['E']
DC,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_20_21C', 'ECSS_E_ST_20_01C', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20CRev2', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_11C', 'ECSS_E_ST_33_01CRev1', 'ECSS_E_ST_50_12C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20_07CRev1', 'ECSS_E_ST_20CRev1']","['E', 'Q', '']"
DMPL,"['ECSS_E_ST_33_11CRev1', 'ECSS_Q_ST_70_53C', 'ECSS_Q_ST_70_14C', 'ECSS_Q_ST_70CRev2', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1', 'ECSS_E_ST_33_11C']","['E', 'Q', '']"
DR,"['ECSS_E_ST_33_11CRev1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_15C']","['E', 'Q']"
DTA,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
EED,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20CRev2', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_33_11C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20_07CRev1', 'ECSS_E_ST_20CRev1']","['E', '']"
GDIR,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_20C']",['E']
GTPS,['ECSS_E_ST_33_11CRev1'],['E']
NO,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_50_11C', 'ECSS_E_ST_33_11C']",['E']
SDS,"['ECSS_E_ST_33_11CRev1', 'ECSS_Q_ST_70_16C']","['E', 'Q']"
SG,['ECSS_E_ST_33_11CRev1'],['E']
SRS,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_33_11C', 'ECSS_E_ST_10_03C']",['E']
TBPC,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
UNECE,['ECSS_E_ST_33_11CRev1'],['E']
VTS,"['ECSS_E_ST_33_11CRev1', 'ECSS_E_ST_33_11C']",['E']
AP,['ECSS_E_ST_31_04C'],['E']
CC,"['ECSS_E_ST_31_04C', 'ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
MGM,['ECSS_E_ST_31_04C'],['E']
NRF,['ECSS_E_ST_31_04C'],['E']
SDK,['ECSS_E_ST_31_04C'],['E']
SKM,['ECSS_E_ST_31_04C'],['E']
SMA,"['ECSS_E_ST_31_04C', 'ECSS_E_ST_50_11C', 'ECSS_Q_ST_70_18C']","['E', 'Q']"
STEP,"['ECSS_E_ST_31_04C', 'ECSS_M_ST_40CRev1']","['E', 'M']"
TAS,['ECSS_E_ST_31_04C'],['E']
8B/10B,['ECSS_E_ST_50_11C'],['E']
AC,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20CRev2', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_39C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_30_11CRev1', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1', 'ECSS_E_ST_20C', 'ECSS_E_ST_20_07CRev1', 'ECSS_E_ST_20CRev1']","['E', 'Q', '']"
ACK,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12C']",['E']
ACT_LS,['ECSS_E_ST_50_11C'],['E']
ACT_MS,['ECSS_E_ST_50_11C'],['E']
ACTIVE,['ECSS_E_ST_50_11C'],['E']
ALIGN,['ECSS_E_ST_50_11C'],['E']
ATA,['ECSS_E_ST_50_11C'],['E']
AVIM,['ECSS_E_ST_50_11C'],['E']
B_TYPE,['ECSS_E_ST_50_11C'],['E']
BER,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50CRev1', 'ECSS_E_ST_50_12C', 'ECSS_E_ST_50_01C', 'ECSS_E_ST_50_04C', 'ECSS_E_ST_50C']",['E']
CML,['ECSS_E_ST_50_11C'],['E']
COMMA,['ECSS_E_ST_50_11C'],['E']
D/K,['ECSS_E_ST_50_11C'],['E']
